java,jfree/jfreechart,332fc4d81c165f2f51ce6282736d0753203e3143,1,setSymbols,src/main/java/org/jfree/chart/axis/SymbolAxis.java,True
java,jfree/jfreechart,1f40a88bedad67629b4917bc322642ffb1f42e79,1,getGap,source/org/jfree/chart/plot/CombinedDomainCategoryPlot.java,True
java,jfree/jfreechart,0a0fff13cb81b85ea7cbcbc8415e101e0c25b3ec,1,getOutliers,source/org/jfree/data/statistics/DefaultBoxAndWhiskerXYDataset.java,True
java,apache/commons-csv,b460ef6200076887fa1aaaa617bfa6e80b926dc8,1,isSet,src/main/java/org/apache/commons/csv/CSVRecord.java,True
java,apache/commons-csv,e6ba150743d6bdd3d89867d106f1848a25149140,1,getLineNumber,src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java,True
java,apache/commons-csv,fe102749181b7ba21600b12e3ec094e9bcf6250e,1,readLine,src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java,True
java,apache/commons-csv,4f61bd1aeefb2845cb3e7ead1975bad02735b406,1,getLineNumber,src/main/java/org/apache/commons/csv/ExtendedBufferedReader.java,True
java,apache/commons-csv,8861157a564e494b49d06fb599ed9c3b276b15b4,1,withCommentMarker,src/main/java/org/apache/commons/csv/CSVFormat.java,True
java,apache/commons-csv,8861157a564e494b49d06fb599ed9c3b276b15b4,2,withRecordSeparator,src/main/java/org/apache/commons/csv/CSVFormat.java,True
java,apache/commons-csv,8861157a564e494b49d06fb599ed9c3b276b15b4,3,withQuote,src/main/java/org/apache/commons/csv/CSVFormat.java,True
java,apache/commons-csv,51049fd117ae5d0cdfaec7fbf0a6de940502346b,1,isComment,src/main/java/org/apache/commons/csv/CSVRecord.java,True
java,apache/commons-codec,6175c99ee3055b3a87d9c51e59ab8be22a4c1cfc,1,crypt,src/main/java/org/apache/commons/codec/digest/UnixCrypt.java,True
java,apache/commons-codec,cd91956caf3aed9402b6a0c43affc3a7e8546661,1,crypt,src/main/java/org/apache/commons/codec/digest/Crypt.java,True
java,apache/commons-codec,627b5fde397040acbf234bc132cc0f7cfaf4673e,1,hash32,src/main/java/org/apache/commons/codec/digest/MurmurHash2.java,True
java,apache/commons-codec,65ebf2cbe46f9c9328ac96f16e7ce1297a4f756c,1,append ,src/main/java/org/apache/commons/codec/language/bm/PhoneticEngine.java,True
java,apache/commons-codec,5223a63fa67fddcd092b2ae214b1eff0173a52c2,1,encodeBase64String,src/java/org/apache/commons/codec/binary/Base64.java,True
java,apache/commons-codec,627b5fde397040acbf234bc132cc0f7cfaf4673e,2,hash64,src/main/java/org/apache/commons/codec/digest/MurmurHash2.java,True
java,jhy/jsoup,4b0dde413a3c38a77461ac64ad278a042d6eea68,1,not,src/main/java/org/jsoup/select/Elements.java,True
java,jhy/jsoup,2bef2e7ce9b8089a9e0ae3cf82f7625a5b93ed09,1,select,src/main/java/org/jsoup/nodes/Element.java,True
java,jhy/jsoup,2bef2e7ce9b8089a9e0ae3cf82f7625a5b93ed09,2,select,src/main/java/org/jsoup/select/Selector.java,True
java,jhy/jsoup,fd12d272397fc04da34beac8c8f6e3faae81583f,1,appendChild,src/main/java/org/jsoup/nodes/Element.java,True
java,jhy/jsoup,fd12d272397fc04da34beac8c8f6e3faae81583f,2,prependChild,src/main/java/org/jsoup/nodes/Element.java,True
java,jhy/jsoup,f9f37e19876202a1db257a9e59452b0f10035fbf,1,child,src/main/java/org/jsoup/nodes/Element.java,True
java,jhy/jsoup,fc41ec98eaf2a9f803602c4d2dea6703edbdf4c7,1,parse,src/main/java/org/jsoup/Jsoup.java,True
java,jhy/jsoup,457aea0619e1dad63e03a8b7b7a61d030d5ec946,1,ownText,src/main/java/org/jsoup/nodes/Element.java,True
java,FasterXML/jackson-core,e5cbda207aa2b9e69da0f63bb79df5d9d072872b,1,parseInt,src/main/java/com/fasterxml/jackson/core/io/NumberInput.java,True
java,FasterXML/jackson-core,3bb3bcca5a69d16836633ca8907fe45c7d273b54,1,getByteValue,src/main/java/com/fasterxml/jackson/core/JsonParser.java,True
java,FasterXML/jackson-core,3bb3bcca5a69d16836633ca8907fe45c7d273b54,2,getShortValue,src/main/java/com/fasterxml/jackson/core/JsonParser.java,True
java,FasterXML/jackson-core,e9972871d6dcc24cfb56440c46e1f085a31b85ec,1,readValueAsTree,src/main/java/com/fasterxml/jackson/core/JsonParser.java,True
java,apache/commons-cli,d9f575d13a488ffa78276acd2010b4b8b9e651e4,1,getParsedOptionValue,src/main/java/org/apache/commons/cli/CommandLine.java,True
java,apache/commons-cli,d9f575d13a488ffa78276acd2010b4b8b9e651e4,2,getParsedOptionValue,src/main/java/org/apache/commons/cli/CommandLine.java,True
java,apache/commons-cli,d9f575d13a488ffa78276acd2010b4b8b9e651e4,3,getValues,src/main/java/org/apache/commons/cli/Option.java,True
java,apache/commons-cli,d9f575d13a488ffa78276acd2010b4b8b9e651e4,4,getValues,src/main/java/org/apache/commons/cli/Option.java,True
java,apache/commons-cli,3d57a495145916d1cd183cced771935c06da786a,1,isRequired,src/main/java/org/apache/commons/cli/Option.java,True
java,apache/commons-compress,75a7edc742215c3354befe8fc0ec6d4ffe3bd663,1,create,src/main/java/org/apache/commons/compress/archivers/Archiver.java,True
java,apache/commons-compress,75a7edc742215c3354befe8fc0ec6d4ffe3bd663,2,expand,src/main/java/org/apache/commons/compress/archivers/Expander.java,True
java,apache/commons-compress,83a60efd851940e42480f35c9961cc5005ff19fb,1,copy,src/main/java/org/apache/commons/compress/utils/IOUtils.java,True
java,apache/commons-compress,83a60efd851940e42480f35c9961cc5005ff19fb,2,copy,src/main/java/org/apache/commons/compress/utils/IOUtils.java,True
java,apache/commons-compress,83a60efd851940e42480f35c9961cc5005ff19fb,3,copyRange,src/main/java/org/apache/commons/compress/utils/IOUtils.java,True
java,apache/commons-compress,eeef24203a7fa3d9f20c209f01cd1a3aaa7c48d9,1,createArchiveInputStream,src/main/java/org/apache/commons/compress/archivers/ArchiveStreamFactory.java,True
java,apache/commons-compress,eeef24203a7fa3d9f20c209f01cd1a3aaa7c48d9,2,createArchiveInputStream,src/main/java/org/apache/commons/compress/archivers/ArchiveStreamFactory.java,True
java,apache/commons-compress,eeef24203a7fa3d9f20c209f01cd1a3aaa7c48d9,3,createArchiveOutputStream,src/main/java/org/apache/commons/compress/archivers/ArchiveStreamFactory.java,True
